"","x"
"GFRA3",3.67161104717537
"DSG2",3.66849201779623
"SNRNP200",3.66842675985715
"RNF10",3.6673097928746
"HNF1B",3.66618728723992
"ARHGAP9",3.66567629824571
"GRK5",3.66565151042966
"ZNF280A",3.6621118221171
"CDH12",3.66124410807638
"APLP1",3.65938992829228
"ADAMTS14",3.65859744402266
"ADCY3",3.65654285816074
"EHMT1",3.65583170020537
"KCNJ2",3.65377502447032
"PREX1",3.65247834230409
"ATAD2",3.65163041390731
"INTS1",3.65094544812261
"BLM",3.65015842587092
"SMC1B",3.64871680493635
"FGF23",3.64810941129115
"HS3ST6",3.64796234352634
"NKAP",3.64787931737362
"FES",3.64694636467978
"DCP1B",3.64598086807259
"ZNF768",3.64442485053403
"ZNF229",3.64398578913646
"GALNT6",3.6426272707528
"GALNT8",3.64232618054418
"NOD2",3.64092748309244
"PDGFRA",3.63943795472174
"ACADVL",3.63834219532913
"ZNF184",3.63791200789851
"CEP152",3.63775560277426
"SAFB2",3.63733827374145
"ARHGEF18",3.63668387416597
"GAB2",3.63639388834886
"EPN1",3.63526721825647
"CEP135",3.63466857047398
"ZNF382",3.63383274234418
"CLCA2",3.63352209340615
"ZNF668",3.6322669944706
"ZNF324B",3.63191585168857
"GPR39",3.6316973644384
"EPHB4",3.63148862338308
"OS9",3.63136980270399
"DIAPH2",3.62985195126365
"HDAC7",3.62939010464785
"RAD54L",3.62929508688272
"ARAP1",3.62850570295174
"ELP4",3.62723358276741
"OGT",3.62708067522752
"CHST4",3.62546621687562
"MNDA",3.62498463477189
"GPR75",3.62298288515014
"RNF31",3.62225088372346
"ONECUT2",3.62192789458597
"RNF19A",3.62119872389093
"ABR",3.62052256317191
"PCDHB13",3.61993017516955
"USP31",3.61959124624856
"CELF2",3.61917688220118
"AP1B1",3.6182168142304
"LONRF1",3.61791228030214
"DMP1",3.61586815126754
"GALNT5",3.61531124946153
"BMP7",3.61430335363512
"NUP62",3.61337064451459
"NCOA2",3.61233959943529
"CPSF7",3.61195658364354
"HEXIM1",3.61024885697658
"IGF2R",3.60914391349473
"PXN",3.60747882719002
"HS3ST5",3.60513393119454
"RPS6KB1",3.60422131053251
"FTSJ3",3.60295787257936
"CD2AP",3.60200998889126
"HGS",3.5978457386236
"GRHL3",3.59712054668924
"CHD8",3.59675157306089
"DAB2IP",3.5944846698663
"CCNB1",3.59446688628136
"CEACAM5",3.59439931614655
"DDX43",3.59256231913921
"ANAPC1",3.5902089359574
"AOC3",3.58999088002889
"ZNF446",3.58941211524136
"CDH5",3.5875475252845
"PHC2",3.5875475197167
"ZNF71",3.5862879251706
"OR2L13",3.58393870230698
"WRN",3.58333541777902
"EDC4",3.5818818686731
"KCTD13",3.57921876066963
"ZNF274",3.57891693382964
"ZNF568",3.57594691968839
"PRDM5",3.57532663341666
"SUPT16H",3.57530692915787
"MAPK15",3.57520029135002
"GABRA4",3.5728067385493
"CRY1",3.57262654617526
"CNR1",3.57224999597672
"LARP1",3.57198740881142
"PCDH20",3.57162725492
"ZNF582",3.57148587627268
"GALR2",3.57125972449163
"MAP4K1",3.57078959543473
"HLTF",3.57043117212003
"ENY2",3.56949143489078
"TAB1",3.56916291037788
"ITGAE",3.56885293744667
"HTR1F",3.5684040102299
"ZNF430",3.5668918539205
"STAT5B",3.56636747815799
"ERN1",3.56570417389115
"TF",3.56495795552724
"KDR",3.56434089276612
"ZBTB24",3.56423038255402
"GCK",3.56412566724267
"SIRT3",3.5633608454957
"KLHL17",3.56334759430795
"SMARCAL1",3.56229311901623
"AAAS",3.56089505360427
"GABRQ",3.56026210121219
"ATP2B4",3.56014796977936
"PES1",3.55954771641543
"RIMS1",3.55944341230298
"SUPT5H",3.55900921588809
"OR52D1",3.55762254242548
"IL12RB2",3.55745815061539
"PRICKLE2",3.55668734294402
"ADH4",3.55648135586673
"DNMT1",3.55638517150199
"CRHR2",3.5563323001156
"CDH18",3.55601128204382
"CD1E",3.55589953753603
"ADAMTS13",3.55536716590227
"PWP1",3.55422686050489
"EXT1",3.55320512613926
"RPLP0",3.55213819833244
"CD80",3.55207302517637
"AGRN",3.55202193488184
"ETS1",3.54943290173273
"STARD13",3.54913866923062
"EHMT2",3.54824156703966
"ZNF516",3.54709136632952
"GRIN2D",3.54625873599098
"GRIK2",3.54604882990985
"PHC3",3.54600503086984
"DHX16",3.54504687548689
"EVPL",3.54428336186158
"PLK1",3.54252032232508
"TSR1",3.54117623235338
"PDHX",3.54080303133317
"SCNN1A",3.54069979276235
"FOXI1",3.53838573817205
"PRDM10",3.53794857735205
"RPS6KA1",3.53755992196222
"RPA1",3.53632513434956
"ZNF239",3.53497797687993
"PKN1",3.53265684389319
"OBSL1",3.53008407067359
"MAPK8IP1",3.52880515909643
"RASAL1",3.52647647093977
"CDH20",3.52514556324126
"LATS1",3.524712345939
"BCOR",3.51879593185913
"DPY19L2",3.51877750076893
"ECT2",3.51746455866235
"LONP2",3.51624519472091
"AHI1",3.51445670718087
"MAP3K7",3.51438754902023
"PFKFB1",3.5136783140447
"CDC45",3.51320274893143
"PAX1",3.51218800041044
"PTPN22",3.51066794449672
"MRPL9",3.51008309107128
"CYSLTR2",3.50818758226815
"CPSF1",3.50791381617999
"NUP188",3.50728827460882
"KCNA2",3.50684169784259
"TAF2",3.50597443071018
"GLRA2",3.50595026464648
"SMARCC2",3.50458611888975
"ARHGAP26",3.50327489232516
"KRT24",3.50293781081011
"RCOR1",3.50276643095776
"INPP5F",3.50274987845065
"RTEL1",3.50224442405685
"ADAMTS4",3.50149934663141
"IL3RA",3.50110647829226
"JAK3",3.49937941640069
"NTRK2",3.49884253617741
"ELAVL2",3.4982759332626
"PRKCQ",3.49823446324061
"FNIP2",3.4958926562503
"SP4",3.49567766534564
"LFNG",3.49495166970495
"RPS6KC1",3.49465489596595
"GLI3",3.4927777817305
"DTX1",3.49263764688523
"C8B",3.49190345850285
"BCL11A",3.49139458237792
"CALCR",3.49136477849501
"INTS12",3.49073696403854
"ZNF383",3.49071510252726
"CD1A",3.49066573326571
"GALNT14",3.49059445317287
"GJA8",3.48995409554604
"UHRF1",3.48786066862517
"ISL2",3.48683900755441
"BTBD1",3.48608780752407
"OR52B2",3.48573334334134
"ICAM1",3.48518565272295
"SIGLEC9",3.48321642309479
"FCF1",3.48309932406117
"MYBBP1A",3.4808796153105
"DOK1",3.47967728959711
"RGPD3",3.47943820128611
"PUS7L",3.47780897691155
"NMS",3.47599329589855
"DAB2",3.47572848357886
"VCL",3.47486302765459
"ARHGAP11A",3.47136708755955
"POLR3B",3.47126882237321
"FOXD4",3.47055994275755
"FBXO11",3.46943872795732
"TBC1D1",3.4694081483498
"KDM5B",3.46893586572942
"CACNB2",3.46638433092909
"POLK",3.46329085006024
"L1CAM",3.45309257116422
"ADCYAP1",3.45281796587444
"RALGDS",3.45184987661901
"CNGA4",3.45038208606926
"KLHL2",3.44851224320109
"FCHO1",3.44777960918278
"PTPRJ",3.44633719881894
"GABRA3",3.44595237925891
"NPHP4",3.44448000217361
"COPZ1",3.44353730794533
"COL12A1",3.44345376629524
"PTK2",3.44252048730833
"TRIP10",3.4400636779661
"GRIK3",3.43881839939203
"ACTR5",3.43733178497063
"MITF",3.43686022733809
"MED23",3.43371120991744
"FLT3",3.43046110798802
"NPHS1",3.42969094357739
"MAP2K3",3.42603455015729
"PSMC2",3.42583485295312
"PPL",3.42537368410569
"SFN",3.42480973719304
"NOD1",3.4226638158031
"AVPR1B",3.42191685573227
"MCM7",3.42174413240652
"ERBB2",3.42101054082148
"SERPINA10",3.41786905354333
"PRDM2",3.41584802760055
"NCK1",3.41510751172924
"USP15",3.41509939030867
"BRD8",3.41173641620013
"AMOT",3.41034091822618
"CNGB3",3.41001636591202
"RUNX2",3.40989858622455
"INTS5",3.40900098460285
"IFI16",3.40757197593308
"NRP1",3.40553218428134
"COG4",3.40549367320104
"PRL",3.40514417438529
"MTOR",3.40294885052419
"LRAT",3.39589718079665
"KIF5A",3.39260138432276
"ITGAM",3.39124085474207
"LILRB2",3.38932341048024
"ROR2",3.38870121348268
"POLRMT",3.38798649207616
"FBXO31",3.38687718563819
"SLC30A3",3.38543387047918
"GRN",3.38493477406198
"NCAM1",3.38488864657505
"TFAP2A",3.38432205623114
"COL21A1",3.38208082000736
"GDF5",3.37976425953512
"ZKSCAN2",3.37815258326218
"CSNK2A1",3.37716091986886
"EPB41L1",3.37565351128527
"DENND4A",3.37536407971788
"PDS5B",3.37193845665897
"PDHA1",3.36594227665023
"TFAP2B",3.36552215831505
"RPS6KA2",3.36221343587597
"HIRA",3.36199291731966
"CYP11B1",3.36015583961669
"GALNT12",3.35816438518671
"FERMT3",3.35788446354532
"FGF5",3.35701241581499
"ARHGEF11",3.35661360515492
"SLC26A11",3.35473517763731
"MAGEC2",3.35314608373014
"ERC1",3.35272957509921
"CAND1",3.34815708835086
"HIPK1",3.34802431781388
"PRICKLE1",3.34759483179619
"HAP1",3.34632916187862
"ZNF232",3.34582094645964
"ANGPT1",3.34422846526257
"NR3C2",3.34340056647981
"DPP3",3.34316503543369
"SNRPN",3.34309475377203
"ALX4",3.34035853532594
"POU3F4",3.34014727269562
"MTA2",3.33575662226311
"COPB2",3.33472929160372
"ONECUT1",3.33362246475068
"KCNJ4",3.33187797920963
"AP2B1",3.33116275414584
"GLIS1",3.32830493645056
"NCF2",3.32649690613063
"CAMKK2",3.32636572865644
"SFRP4",3.31802277387447
"ARHGEF10L",3.31693715337389
"ZIC2",3.31643049576973
"ITGB3",3.31407169253162
"RBBP8",3.31184940848565
"ITGA9",3.31015516569335
"PCDHB5",3.30924377287508
"TFRC",3.30922642591471
"PAX4",3.30786828741892
"GNB2",3.30732239117759
"HMX3",3.30465549741487
"MTMR4",3.3023255859026
"HOXD8",3.30080413105602
"CSF2RA",3.30026740050941
"CHSY1",3.30002264236774
"CYP2E1",3.29965657153072
"FOXC2",3.29859765293866
"CBX4",3.29779920228787
"ZNF180",3.29751601521977
"SHOX2",3.29660332353337
"KRT10",3.29441970143047
"PACSIN2",3.2930848760122
"DDX52",3.29288728540531
"KCNA6",3.29020589273338
"CDH16",3.28823609102879
"SIN3A",3.28816051165522
"THAP7",3.28779029787774
"GCM1",3.28508960547058
"GNPAT",3.28373334098939
"ZNF282",3.28300303143962
"BTK",3.2824328436045
"GSPT2",3.27981187646808
"POU2F2",3.27774092677537
"SDHA",3.27763260930921
"PKN2",3.27754034240655
"SATB1",3.27665951078082
"RAPGEF5",3.27427428305726
"PCDHAC1",3.27406919202878
"GPLD1",3.27398620512405
"HOXC13",3.27118334613528
"HIVEP3",3.27073793595518
"ZNF217",3.27064281723584
"ADRA2C",3.27045292253398
"ITGAV",3.27024781344336
"CEP290",3.26678005965272
"RAB3IP",3.26548916378212
"RANBP10",3.26160338911612
"TCTN1",3.26156732730498
"MAPK8",3.26089731914567
"KAT5",3.26070057907202
"PCDHGC4",3.26031332358827
"ZNF83",3.2572789452508
"CYP1B1",3.25386289745433
"CDK4",3.25269387119272
"PUF60",3.25198280619381
"HAVCR1",3.25185588021778
"ZNF100",3.25095361887683
"RASA3",3.24973210021802
"PGLYRP2",3.24960252438058
"EXD2",3.24941837951592
"PBX2",3.24906265414386
"BRWD1",3.2487939876127
"HIF1A",3.24762525393435
"PSG1",3.24679319913768
"ACTN4",3.24669041129394
"B2M",3.2441398840312
"GCM2",3.24155268804536
"A2M",3.24146902307781
"ACOX2",3.24037034624098
"ZNF519",3.23935733129216
"CHD1L",3.23859822851592
"NUP214",3.2366228979232
"UBR2",3.23661419577876
"LIN54",3.23614594946818
"IL1RAP",3.23531912036537
"HELLS",3.23312589965587
"KRT39",3.23058610921345
"CTC1",3.23047390746163
"NUP155",3.22990838829052
"ZNF708",3.22959691098209
"B3GNT7",3.22921413463823
"IKBKB",3.22734097397721
"ARHGAP10",3.22607006691008
"MYC",3.22493312214147
"RFC1",3.22466993185989
"GPC6",3.22407837974139
"CCDC8",3.22312000683443
"AGTR1",3.2176603615308
"EIF2B5",3.21668528543683
"GALNT3",3.21427163110208
"OR1A2",3.21367615084396
"KRT37",3.21341145463981
"PRKCB",3.21323601345478
"EPHX2",3.21223247230685
"MALT1",3.21197827793897
"COG3",3.2102933902389
"CNGA2",3.20994280128783
"YY1",3.20925290353292
"CDKN2AIP",3.20924520383919
"OR6B1",3.20844875162306
"ZNF221",3.2080087542875
"ZNF547",3.20514246633918
"HADHA",3.20507859085042
"EIF5B",3.20485421636809
"ACD",3.2046198045587
"SMARCA1",3.20425691019896
"FOXO1",3.20316072755392
"COL4A2",3.20311143857522
"KDM4C",3.20296780175008
"KIF3C",3.20284888618957
"CYP1A2",3.2028429276915
"IRF2BP1",3.20047821433847
"GLI4",3.20045301226086
"HACL1",3.20022419203456
"FANCD2",3.19925278226945
"CHM",3.19913817954433
"PIK3CD",3.19785776276692
"MED14",3.19716551078126
"INSR",3.19505228018855
"IRX2",3.19470302977181
"MRPS15",3.19386667157152
"DNAJC10",3.19368705203847
"PABPC4",3.19297667828992
"DLL1",3.1929479728445
"SCLT1",3.19239174728289
"CTNNB1",3.1920104460236
"BCAP29",3.1912690240984
"ZNF142",3.19074084254618
"FAM98A",3.18999428045072
"DKK2",3.18854685925311
"SLC5A2",3.18743371138142
"ITCH",3.18702635872767
"RXRA",3.1843889451317
"TRPC3",3.18361882169979
"MS4A2",3.18353838347632
"STIL",3.18349744664101
"MCHR2",3.18254465579081
"NNT",3.18224382388926
"ADORA3",3.1820774659182
"TAAR6",3.18045386229984
"CDC25B",3.1793296256778
"GRIK1",3.17904092935203
"GRPR",3.17837483814687
"ADAM32",3.17794230924534
"PPP2R2D",3.17649439214501
"SMC3",3.17643031150253
"KRT2",3.17607398013487
"G6PC2",3.17507799467108
"MTNR1A",3.17445033297282
"FOSL2",3.1734658136306
"EBNA1BP2",3.17314841347889
"GADD45GIP1",3.17224734330979
"KIF24",3.17200147762562
"GNAT3",3.1719622839655
"SP8",3.17185295802934
"DVL1",3.17063719229493
"DAXX",3.17015178182004
"RBCK1",3.16904093024378
"WASF1",3.16880856816257
"ACVRL1",3.16819321208397
"IL27RA",3.16810451619738
"IFNGR1",3.16769242071494
"CD34",3.16673527339517
"SLC45A2",3.1658634353261
"AURKC",3.16572682187759
"PTEN",3.16463137659056
"RTP1",3.16429197928588
"B3GAT3",3.1634717052389
"APBB1IP",3.16238020280178
"ERBB3",3.16223823939063
"MTF1",3.16050479012557
"IFT88",3.15968122316985
"ESR2",3.15960377392901
"CST1",3.15932705930007
"MAN1B1",3.15917081275234
"CEP72",3.15852441769672
"AXIN1",3.15841841774427
"DIS3",3.15833336800097
"LAT",3.15741417389346
"CHL1",3.15738312365883
"MRPL41",3.15720398492978
"ALX1",3.15594162069591
"SYNGAP1",3.1554623411001
"TPX2",3.15443919389041
"CETN1",3.15441664206476
"SYK",3.15416864620797
"POTEE",3.15393745535343
"SEMG1",3.15260590202196
"DKK3",3.15203249700386
"PRKAG2",3.15173990572668
"ZKSCAN3",3.14982874644698
"CYP7A1",3.1495001805449
"GPR182",3.14840310532521
"HLA-DQA2",3.1472981993799
"ATRIP",3.14718348851245
"AGAP2",3.1467956154396
"ETV6",3.14607294891025
"CCL1",3.14447009638661
"HS6ST1",3.14428121964856
"TRPC4",3.14316006374538
"SNAP47",3.14314900637491
"MAPK4",3.14263519904206
"CNGA1",3.14260643913042
"COL18A1",3.14220190319403
"HK1",3.1422000790057
"CSF2RB",3.13995487387191
"DHTKD1",3.13945288411944
"CBFA2T3",3.1394479765765
"PLA2G4C",3.13857699187021
"NR3C1",3.13850537566743
"DSG3",3.13839526428683
"TNKS",3.13836173175994
"HNRNPUL1",3.13826096761454
"KDM5A",3.13717451333558
"PPP2R2B",3.13690160289987
"L3MBTL2",3.13643234954755
"GTF2IRD1",3.13606360738474
"PIAS3",3.13554173499337
"U2AF1",3.13490990536549
"KIF3A",3.13428950503916
"PTGER2",3.13425475054641
"CSRP3",3.13411914468253
"FASTKD3",3.13355181708134
"ADCY9",3.13350060632608
"CHAD",3.13262448581779
"IKZF5",3.13223797441745
"SGCD",3.13218818239224
"ZNF574",3.13211629776279
"ALB",3.13166846917513
"CCR3",3.13158806913402
"BSCL2",3.13149469866398
"ENTPD8",3.13031708043969
"KCNQ5",3.12849285404606
"ERCC6",3.12845806567755
"IRAK3",3.12785844123429
"PCDHB10",3.12743175439482
"SMARCB1",3.12738065238757
"SNRPB2",3.12716672787293
"BARD1",3.12666758979246
"FGFR3",3.12661050812538
"ZBTB20",3.12613462487017
"IRF6",3.12549042029732
"CHRND",3.12538918041144
"MST1R",3.12490254773549
"RPS6KA3",3.12486731807042
"HCLS1",3.12446042793904
"GABRG1",3.1236422616555
"DBNL",3.1235005186803
"FAM111B",3.12273776652424
"BMP8B",3.12236245669685
"GLYR1",3.12188321851769
"ITGA6",3.12181376382212
"OR10X1",3.12101114106463
"TADA2B",3.12090544584208
"TTBK2",3.12069019381126
"ARNT",3.12066001133947
"GNAL",3.12028054234373
"MYOM2",3.11980772354922
"SYT1",3.11917627368738
"RB1CC1",3.1188376975812
"SMC1A",3.11830383206998
"BAG4",3.11770068548508
"LUC7L3",3.11753009594317
"HOXD10",3.11715106258776
"KIF23",3.116874848667
"FUBP1",3.11603399953027
"PLIN1",3.11572300744343
"FCER2",3.1141142837035
"GJA10",3.11409474333997
"TLL1",3.11398465136305
"LPAR1",3.11393484060077
"FGD3",3.11135019134346
"ZNF559",3.1112343845018
"CNOT6L",3.11024322948378
"ZBTB3",3.10994654146163
"DMRTB1",3.10746961741357
"OFD1",3.10676448968067
"GP5",3.1058709587831
"TUBA1B",3.10567683451682
"GEMIN4",3.10560301986754
"GTF2F1",3.10482417053532
"PMPCA",3.10452142018983
"ELF2",3.10415594943841
"CDH13",3.10382261207127
"HSPA8",3.10330303263727
"PRLR",3.10324968327298
"MICU1",3.1030529103461
"CEP164",3.10108038729412
"SRSF7",3.10087480542447
"COL9A2",3.10074767228544
"NAB1",3.10035563323049
"ZNF460",3.10006660675259
"CC2D2A",3.09843609947287
"IL12RB1",3.09834505227487
"KIFC1",3.0982636466678
"ARHGAP32",3.09690463485873
"CPB2",3.09492969286768
"UBXN7",3.09471781919272
"RARG",3.09412142340639
"ARHGEF6",3.09360604174041
"HAVCR2",3.09315650676799
"CHST13",3.09276513999803
"ZNF14",3.09275133014919
"SEC23A",3.09243702558001
"KLKB1",3.0921873359927
"CDC6",3.09175248611204
"ZBTB11",3.09023240008566
"PPP1R10",3.09016158029077
"EMC2",3.08987577675454
"ING5",3.08951467142658
"NMB",3.08909722114081
"COL19A1",3.08906346271642
"NUP37",3.08781551307938
"HINFP",3.08708220757248
"OCA2",3.08702613353046
"STAG2",3.0867998973449
"PIK3R2",3.08626153192324
"IPMK",3.0857750694131
"NOC2L",3.0857749465079
"COL8A2",3.08512470438284
"GRB7",3.08484612064504
"BARHL1",3.08382628739734
"CDK12",3.08319824221065
"PTPRA",3.08285062244543
"CYP2C19",3.08249951896322
"FPR2",3.08157632928619
"FOXR2",3.08108306866913
"MYBPC3",3.08104044761747
"TAF3",3.0805300756
"ZNF436",3.08050355545994
"PAPSS1",3.07996705716791
"GGA1",3.07976107052356
"PCDHB16",3.07872699052989
"SENP6",3.07834167345273
"CCKAR",3.07833915496988
"GAPVD1",3.07832127049293
"DCTN1",3.07501618438242
"LIG3",3.07397914617761
"SMAD2",3.07351821411278
"COG7",3.07333345990463
"MAP2K2",3.07308037833952
"COL6A5",3.07293883643021
"FBXO4",3.07120469555962
"DUSP6",3.06994978748132
"CDC42EP1",3.0696390740566
"PRSS58",3.06947137776647
"TLR7",3.06917782216515
"DPYSL5",3.06917381727758
"ASIC1",3.06901117410825
"ZNF174",3.06877935865744
"GDF10",3.06860828267821
"SART1",3.06853087302783
"FGA",3.06831385340358
"OR7A5",3.06807120014528
"ACOT2",3.06756054106765
"APLNR",3.06745463333988
"KRT25",3.06648847730212
"CTCFL",3.06601518648809
"PCBP2",3.06531111918053
"MYBPC2",3.0646800548313
"CBL",3.06437301305368
"CDC42BPB",3.06381670289129
"GTSE1",3.0637021573333
"CCR2",3.06318009827279
"LOXL3",3.0625929089982
"PRC1",3.06243924552994
"RFC4",3.06085155985502
"ILK",3.06036396985627
"COL28A1",3.06034762172819
"HAPLN3",3.05990875642693
"TLE2",3.0595789171445
"SYT9",3.05944700082869
"NOSTRIN",3.0593807696568
"IKZF3",3.05909511718051
"SEL1L",3.05844120981176
"ZNF764",3.05729741860215
"ACE",3.05706652667764
"MAP6",3.05641043269841
"LCK",3.05619163815397
"PLCG2",3.05617200282889
"GATAD2B",3.05610003414363
"FBXL18",3.05519994835789
"B3GNT3",3.05482233525975
"ETV5",3.05472828991302
"FANCI",3.05430055434377
"CCNE1",3.05421006601318
"ADAM17",3.05360659004793
"DNA2",3.05357668044211
"WDR3",3.05347578497782
"EPHB6",3.05309602888782
"RPS6KA6",3.05242412435012
"CD27",3.05241008236928
"RBM28",3.05176195742552
"ARHGEF9",3.051712631498
"CHD5",3.05131952611129
"APOBR",3.05115119026121
"ZNF169",3.05075942437448
"CTSS",3.05005492185244
"SNAPC4",3.04858657604257
"QSOX1",3.04850855475743
"CRTAP",3.04805928629229
"AVPR1A",3.04794436892714
"CCT6A",3.04754523068959
"EBF2",3.04743203769891
"CDKL4",3.04722266808582
"ITGAD",3.04717301164058
"EXOC6B",3.04644675047412
"NPY1R",3.04616944204477
"CENPI",3.04465873456488
"AARS2",3.04444274705425
"CHAF1B",3.04407171918709
"CDH15",3.04403714659005
"LIPE",3.04379696789704
"TICAM1",3.04368729775269
"TRIM55",3.04359723605936
"EXOC2",3.04285772704884
"MASP2",3.04284433753514
"CCND1",3.04082592117605
"ELMO2",3.04077571412123
"PARL",3.04045058833461
"THAP11",3.04018890755829
"NDUFA5",3.04014166201954
"EYA3",3.04011371283355
"CACNA1F",3.04005132462497
"ACADM",3.03949128919768
"IVL",3.03932635560569
"RBPJL",3.03928556491005
"HCAR3",3.03915190646426
"GTF2E1",3.03872986101933
"ITGA3",3.03871647210645
"KLHL13",3.0383374827516
"MAPT",3.03768980717238
"DNAJA1",3.0375444152031
"POLR1E",3.03720838962044
"ZNF660",3.03700709497068
"CD22",3.03646244647321
"SUN2",3.03629185774516
"NCL",3.03548132440195
"ESRRA",3.03546264156448
"ADCY6",3.03532952813788
"KRT27",3.03450737689077
"TADA2A",3.03428780111329
"IMPG1",3.03382780656685
"ANKRD27",3.03377540498375
"SSRP1",3.03377464419781
"RHOJ",3.03334860508449
"EED",3.03226000287474
"ZNF212",3.03220340207978
"SH3RF1",3.03157896134377
"CYP27C1",3.031480850645
"PRSS27",3.03097247737662
"NEUROD1",3.03090320136347
"NUP54",3.03021341202942
"VPS37B",3.02931434485926
"MRPS9",3.02921265195554
"NCOA3",3.02909125393527
"CELF1",3.02855256177498
"ARHGEF26",3.02812624320753
"MAP2K5",3.02791861820121
"MAP3K1",3.02781255648708
"TIMM50",3.02770340757691
"ZNF281",3.02724736858683
"S1PR1",3.02672197991818
"GALNT4",3.02503108706455
"RFX1",3.02448395399245
"EEF2K",3.02405015528337
"CCT5",3.02393154444284
"PIGA",3.0235178239956
"HNF4A",3.02295060880178
"PINK1",3.02220223068187
"APLP2",3.02178522328534
"CTDP1",3.02169297422451
"KCNMA1",3.02141647925601
"RASGRP2",3.02104452641479
"FGF2",3.02054458597813
"STAG1",3.01965884658005
"PARP1",3.01928334504922
"KDM4B",3.01900352660496
"PPM1A",3.01868688493421
"GOLGA2",3.0184719046252
"EEF1A1",3.01839319137906
"CAMK2D",3.018015772222
"ARFGAP1",3.01756052145202
"SEC24A",3.01752258735531
"EEFSEC",3.01679918645945
"CD40",3.01656904219462
"FOXP1",3.01630450988184
"ATXN2L",3.0162146299078
"ADIPOR2",3.01586320487205
"OR6A2",3.01578504434809
"PRKG1",3.01535003589198
"OR4E2",3.01481636467884
"CHPF",3.01464973546393
"NUAK2",3.01431534525952
"ELP3",3.01054998639709
"ECE1",3.01044365881014
"CLSTN3",3.01008096044615
"PICALM",3.00961424423026
"SLC6A15",3.00829926358547
"SEC24D",3.00704802339748
"NRG4",3.00677266968956
"BRF1",3.00652778963264
"ZFP1",3.00607989372902
"GPR37",3.00578137284135
"NPHS2",3.00562277208423
"CD247",3.00388205867886
"NUP50",3.00375180725868
"NR2F1",3.00308890781742
"RACGAP1",3.00295291806389
"CASR",3.00272369646073
"CUL4A",3.00243569777971
"IGSF8",3.00216120253605
"GNAZ",3.00203059573082
"MMP1",3.00189018075766
"EPHB3",3.001427632641
"KLB",3.00104043872993
"MAB21L1",3.00084532418131
"RASGRP3",3.00062185611722
"CREB3L1",3.00034947447053
"KL",3.00010083676315
"NPAT",3.00004341701655
"RBM15",2.99959577030785
"HNRNPA2B1",2.99949615283024
"BCL10",2.99911495357319
"ZNF486",2.99737577803291
"NRG2",2.99715384114503
"RFX5",2.99695926488583
"APBB2",2.99588380128776
"ZNF248",2.99579326856152
"EGR1",2.99533256446171
"OPRK1",2.99515075694101
"SKP2",2.99488245973445
"AP2A1",2.99462583942506
"CDHR2",2.99443688087104
"CCL2",2.99439002073681
"LDB2",2.99413689725831
"PLEKHG3",2.99381306763223
"KPNA6",2.99357142307243
"FZD8",2.99224152938091
"ATP1B3",2.99188974616276
"BUB1B",2.99023902825963
"COL8A1",2.98908790476784
"ZSCAN1",2.98890120226491
"CXCR2",2.98843025139389
"PCGF3",2.98805237292452
"GAD2",2.98779948955164
"E2F7",2.98681023487487
"KHDRBS2",2.98621688136103
"IL7R",2.98589712276832
"HLA-C",2.98504610759722
"DDX56",2.98379243019517
"TBX18",2.98366690723759
"MCF2L",2.9835307300323
"CWF19L2",2.98249699612071
"LDLR",2.98192184712948
"GTF3C2",2.98136492399661
"BBS2",2.98130077965819
"TUBB4A",2.97865365186715
"ZNF280B",2.97829667951877
"NOP14",2.97816676697465
"HERC6",2.97778706758036
"FOLR1",2.97738662623215
"CYP2C8",2.97625551572247
"NSMAF",2.97561139557723
"FASTKD1",2.97510051815466
"ZNF284",2.97440389141799
"BCL6",2.97331989390056
"SELL",2.97330297903648
"IRX6",2.97326235866966
"PPP2R3B",2.97322976417246
"HIC2",2.97289929236272
"FANCA",2.97093159444792
"KIFAP3",2.96805102795568
"SMURF2",2.96756098223425
"GPKOW",2.96729312587736
"RBBP7",2.96624086619524
"APC2",2.96601234191102
"PURB",2.96587916279886
"CSGALNACT1",2.964872694945
"S100A2",2.964336235093
"INO80",2.96320274016912
"NEK1",2.96250972269784
"EIF3G",2.96226274534648
"ATP6V1C2",2.96225685227759
"NR2F2",2.96211386150362
"L3MBTL1",2.96091034480501
"PUM1",2.95973714621411
"OCRL",2.95802884013557
"GSTO1",2.95788496407906
"NAF1",2.9556250650091
"NGDN",2.9553738043651
"INPP5B",2.95463499895456
"ZNF629",2.94790445624916
"AHR",2.94713001815453
"CARM1",2.9468863670189
"STYXL1",2.94677429749873
"NET1",2.946448154148
"FRG1",2.94628723525638
"MMP10",2.94543224283947
"ATP6V0A4",2.94529423339123
"FOXJ3",2.94399651206368
"EDEM1",2.94269509698352
"BDP1",2.94245515411755
"MUS81",2.94030332962344
"RUNX3",2.93879520830843
"RPN2",2.93851647080545
"PAK1IP1",2.93789429952574
"ZFP2",2.93617985859639
"TLR8",2.93566370542043
"RAPGEF1",2.93556761315943
"ZBTB45",2.93513563771751
"DLG1",2.93293254558778
"HTR1B",2.9324697605405
"FNBP1",2.93205098502523
"ASPH",2.93187416336518
"GPR6",2.93130739830805
"SOCS5",2.93053164826638
"EZH1",2.92955835173688
"MYOG",2.92904892144703
"PNN",2.92867508934315
"HNRNPM",2.92847914637979
"GCFC2",2.92814836102878
"APP",2.92741995937019
"KPNA2",2.92643955641345
"GSTA3",2.92372353234378
