"","x"
"KIT",2.92206667883144
"AP1G2",2.9220507079206
"OR52I2",2.91930657014332
"KDM2B",2.91906860700866
"OR51M1",2.91760767487435
"HMGCR",2.91568311026452
"RIMS3",2.91298342554568
"ZNF438",2.91171209808788
"TRA2B",2.91102043581577
"TAF9B",2.91101569771788
"KIF22",2.91062374077339
"ZEB1",2.90864173568854
"PDE6C",2.90861778789371
"KRT12",2.90484089870585
"DEDD2",2.90366214216722
"FBXO43",2.90345253814837
"CAMSAP1",2.90334097372797
"DRD3",2.89704246258575
"PIM1",2.89613235400815
"WDHD1",2.89470950675466
"GLIS3",2.89277529476515
"GNB3",2.88856135297605
"MCM3",2.88830398312002
"ATP6V1B1",2.88758916293664
"HSP90B1",2.88701258032704
"USF1",2.88636183473353
"EIF3A",2.88423462414454
"ZNF124",2.88279675864145
"KLC1",2.88238067855715
"SKA3",2.88196342139525
"ZNF829",2.88126757088365
"ATG16L1",2.87772137156022
"CLOCK",2.87762388448557
"GPR83",2.87729925746922
"SMARCD3",2.87421940349227
"ZNF445",2.87237781246488
"RGS1",2.87231449314414
"PPEF1",2.87214042943907
"PAF1",2.8711953431428
"MLH1",2.87088425958495
"ADAM12",2.86910228473011
"E4F1",2.86796364238872
"GNA15",2.86637094013957
"KCND1",2.86518719332042
"MYLK3",2.86289628063004
"DDX46",2.86234374339467
"POLD1",2.85945511151558
"KIF18A",2.85617082495802
"CYP2C9",2.85448710756133
"MEOX2",2.85113296696035
"ZNF134",2.85031946629284
"HTR3B",2.8480775995142
"ZBTB7B",2.84747734779363
"SYCP2",2.84519152361198
"UGT1A1",2.84310572410535
"NAP1L5",2.8422834804134
"MED17",2.84201564573579
"KCNJ15",2.84183776891414
"TRIM10",2.84123293823269
"TBC1D4",2.8385795845421
"CDH26",2.83682849556627
"HDAC6",2.83559457129703
"STAG3",2.83416228421956
"PRKRIP1",2.83367815763873
"CSNK1E",2.8331777988926
"TCFL5",2.83139046156864
"IL18RAP",2.82926058963304
"KIF2B",2.82857628819371
"ANGPT4",2.82831715719971
"EIF2B3",2.82826361525385
"SSTR3",2.82747429838891
"ATP6V0D2",2.82612060972321
"PPP1R12A",2.82542511615653
"INHBC",2.82435982225733
"DYRK1A",2.82339303480197
"ITGA1",2.82284868158464
"TRIM36",2.81968961535456
"MCM5",2.81965177630904
"ZFP42",2.81723990923993
"CHST11",2.81512791638239
"NEDD4L",2.81337900282006
"SRRM1",2.81139584637151
"C5AR1",2.80975424197572
"MOS",2.80939215827673
"EPS8L2",2.80632244246514
"GABBR2",2.80585280871826
"KPNA4",2.80529615918436
"HSPA5",2.80505064760526
"LHX4",2.80378401201297
"POU3F2",2.80333417739472
"PIK3R3",2.8029657227788
"NAB2",2.80151084632182
"ARHGEF7",2.80140160942855
"RHOA",2.79699795492303
"FGD4",2.79475826765745
"CHML",2.79256304507169
"RABGEF1",2.79219243526262
"KIF17",2.7909527553305
"MAN2A1",2.78768914348826
"CHRM2",2.78751172320715
"DEAF1",2.78721333731062
"IPO11",2.78492954851139
"PSMA1",2.78163806542125
"CCKBR",2.78047169583576
"AKAP5",2.77953287484419
"BRPF1",2.77815587006978
"TNFRSF25",2.77795901684843
"MAPK14",2.77766480921683
"CC2D1B",2.77724696492931
"ENO1",2.7770401445382
"GALNT10",2.77584157591908
"RINT1",2.77500491394018
"ZBTB48",2.77407158685388
"COASY",2.77345607973924
"TMEM67",2.77296214465452
"ACVR1C",2.77239297740873
"CCNA1",2.76959256522883
"DRD2",2.76862924950216
"TUBGCP2",2.76596739322172
"PSMB4",2.76490436367327
"ZNF331",2.76326167354697
"MRAP",2.76115526897417
"AIFM1",2.75961389055872
"NBN",2.75953031497875
"FCRL5",2.75888596739759
"RPS6KL1",2.75877010062799
"AP2M1",2.75867176706141
"BRAF",2.75771565462397
"SIK1",2.75744069969435
"CHSY3",2.757031085619
"ZNF529",2.75616141448872
"ZBTB39",2.7560030069325
"TTC30A",2.75581692623236
"DHX15",2.75529567584746
"SLC6A17",2.7546343464489
"EEA1",2.75422031818464
"ALG1",2.75217971107972
"SMC2",2.75211113337401
"BPI",2.75115155873128
"GPR20",2.75076835246304
"FOXK1",2.75025037532038
"BBX",2.7482563875602
"EPO",2.74783573648623
"PHKA1",2.74642003767914
"CEP55",2.74521491152407
"ESR1",2.74489549400722
"COL11A2",2.74484731907277
"RPL10",2.74456373164705
"ZNF148",2.74396015903798
"STAT4",2.74352385713292
"ESX1",2.74343194981123
"KLHL12",2.7418292814719
"NDST1",2.73989611299128
"HLA-DOA",2.73950025384011
"B4GALT2",2.73834690343335
"RBM10",2.73821874910035
"ZNF358",2.73710477703719
"CLDN15",2.7363446889834
"ZNF485",2.73470827220526
"DZIP1",2.73257157886086
"KRT13",2.73117056262672
"FANCC",2.73065036986236
"ERG",2.73009234009155
"ALKBH8",2.72754695607594
"BCS1L",2.72573052205056
"KRT33A",2.72446714988974
"MRPL39",2.72367749302766
"CFLAR",2.72354160346299
"MAGED1",2.72348755530981
"DUSP5",2.72341638797365
"DCAF13",2.72296200448404
"PAX6",2.72277095448178
"GEMIN5",2.72258106955283
"ETS2",2.72227670215906
"ACTL9",2.72226811654861
"OR2A7",2.72222764048975
"RNF168",2.72191572071776
"STAM",2.72163634948045
"CTNNAL1",2.72093744174554
"CHRNB3",2.71988260638059
"CD33",2.71911534998343
"MAD1L1",2.71904582389008
"HJURP",2.71791712158599
"OR11H4",2.71721936455749
"FPR1",2.71717137818144
"RPL10L",2.71610066138907
"CBLB",2.71394929913267
"METTL14",2.71341284670496
"UBA52",2.71329145251602
"TCF4",2.71164788364674
"CCNE2",2.71129872960514
"COL4A6",2.71108493813194
"CLDN17",2.71097177131458
"BPTF",2.71019374028883
"CLSPN",2.70932965374438
"DCAF4",2.70896255508726
"TBX21",2.70674588216179
"AQP1",2.70665949502883
"IL3",2.70641419393835
"NXF5",2.70404637862019
"EPS15",2.70390493095404
"PCGF1",2.702948027347
"CSF1",2.70208775001948
"IL2RA",2.70086246464406
"PRSS54",2.69911092239365
"HLA-F",2.69890897751235
"DDX3X",2.69882279770306
"CX3CR1",2.69882019118043
"ZNF225",2.69875286037128
"AICDA",2.69648968426843
"RRAGC",2.69573141147766
"CHGB",2.69551069521439
"RGMB",2.69422291489381
"PRKAA2",2.69182005742441
"MBIP",2.69125215273101
"GLMN",2.69108645543248
"METTL3",2.69077018225765
"CD300E",2.69062417234102
"CDON",2.69047513729606
"MYL1",2.69019777156187
"NUP88",2.6897604838746
"MRPS10",2.68974770928885
"NFKB1",2.68868013449942
"ZIC3",2.68780962558028
"GAPDH",2.68728941263741
"CREB3L2",2.68697875947298
"RBPJ",2.6861969736465
"RNF139",2.68606898561356
"RPTN",2.6857059102347
"IFT43",2.68500741889277
"NAE1",2.68440715808064
"RBM39",2.68440592137913
"MRPL20",2.68429763688168
"DLG3",2.68252728033099
"CDT1",2.68219889470793
"GUCY2C",2.68170286906581
"SPATA2",2.6815780215031
"MCM6",2.68127072751036
"ACVR1",2.68096583597209
"CS",2.68082621932492
"ZNF467",2.68062095765391
"IL6R",2.68041026909938
"ZNF683",2.6803574911181
"MIOS",2.67895180590411
"ACTA2",2.6779306561684
"KLF6",2.67782524113732
"ZNF585B",2.67781949507591
"ATP1B4",2.67781949507591
"RPS6KA4",2.67740555462569
"ZNF141",2.67600935497072
"CUL4B",2.67497356253663
"TRAPPC11",2.6748405050987
"GDI1",2.67480986865503
"EDNRB",2.67444343023681
"ZNF143",2.67380335834683
"SMAD1",2.67370957506622
"TAF4B",2.67312921597824
"NRP2",2.6728887855581
"AMIGO2",2.6723446287198
"ZNF846",2.67207393465329
"RIOK2",2.6717824346308
"ARGFX",2.67083053586156
"TNFRSF1A",2.6700549068472
"ZNF362",2.67000038201044
"TEAD1",2.66954288484727
"HES6",2.66923883888163
"PLCG1",2.66910897622439
"TAS1R1",2.66896428501384
"BAP1",2.668495513799
"CALD1",2.6683088000482
"TANK",2.66772768666772
"CAPZA1",2.66693906076927
"HAUS6",2.66678354983033
"CBX2",2.66589951566087
"IL2RB",2.66589951566087
"CEBPZ",2.66468764371416
"TUBA3D",2.66435087214579
"FBXO3",2.66434979389229
"ZNF749",2.66419577388416
"PPP6R3",2.66365158361948
"RAET1E",2.66362819707683
"ADCY5",2.66308816277975
"KIF5B",2.66262307308981
"TUBG2",2.66188756667105
"PAXIP1",2.66173113242713
"SUZ12",2.66123877089934
"FBXO30",2.66015335101322
"DCN",2.65990497230118
"MAPKAPK3",2.65910073067637
"FRS3",2.65907488764943
"ASCL1",2.65906991885096
"TRAPPC12",2.65858222516045
"ZNF653",2.65714306598483
"CDCA2",2.65700050076705
"RFX3",2.6564196161744
"PLIN3",2.65465990975354
"ZBTB33",2.65459784268374
"EIF3E",2.65436597734575
"IL22RA1",2.65436166923068
"DDB2",2.65379731031253
"IRAK4",2.65358743927992
"CYC1",2.65332626346526
"GPR12",2.65256758679395
"TAF4",2.65255697535978
"MRPL53",2.6524057249307
"RARA",2.65219951768572
"ERCC6L",2.65217184914296
"CMKLR1",2.65208289373196
"TIAL1",2.65195203542663
"IKBKE",2.65194418752446
"TSC2",2.65192693260113
"SIN3B",2.65189403122141
"DYNLRB2",2.65124407295796
"HOXC6",2.65122431333865
"IFT81",2.6510787629269
"ZSCAN21",2.64989278621831
"ESPNL",2.64961368377027
"RPP40",2.64863999086544
"KSR1",2.64825397234622
"CELA2A",2.64732610197356
"ANO7",2.64724536917309
"FSHR",2.64722372174646
"NAPB",2.64681868578639
"ZBTB49",2.64667535811879
"CAMK1D",2.64622717514436
"EIF2S1",2.64590901596266
"DEPDC1",2.64549012271878
"MED26",2.64500852493762
"FANCM",2.64465494302935
"DCAF17",2.64374542918938
"ZBTB43",2.64334672629114
"ACVR1B",2.64318541052524
"PRPF4B",2.64314698875967
"CHST2",2.6429891391758
"IRF2BPL",2.64197162291615
"GABRG3",2.64191343063623
"POGK",2.64184115892023
"CALR",2.64174147370007
"FAF2",2.64152040811829
"RPS6KA5",2.63987693462994
"KCNAB1",2.6396776222995
"KLHL3",2.63946127210239
"PADI3",2.63927889448531
"CYP2A13",2.63884757518262
"WNT8A",2.63884583328401
"RBM17",2.63868573029686
"TCF20",2.63866438382494
"RDH12",2.63850638554233
"TCTN2",2.63846502402477
"ZNF821",2.63747942029516
"GPR141",2.63708868657441
"MED30",2.63645556257528
"ZNF48",2.63626999056007
"MAU2",2.63573975723422
"KRT33B",2.63568719063044
"PLK2",2.63477886664072
"GPC4",2.63472952155833
"POFUT2",2.63462239040146
"MEF2B",2.63454330255881
"GAB3",2.63440053601536
"HIPK4",2.63390373933443
"CEP41",2.63368041581517
"RFC2",2.63363237167326
"CYP11A1",2.63354265746249
"CCNL2",2.63339313538325
"NOLC1",2.63339313538325
"HLA-DOB",2.633216750247
"RAB5A",2.63278253632796
"NSF",2.63258300010371
"CEP63",2.63256348587122
"TNFRSF6B",2.63242760101017
"FGF21",2.63213751059482
"ILF3",2.63200416050932
"SMARCD1",2.63179753746886
"CDKL1",2.63175767840261
"MZF1",2.63174221802864
"EIF3I",2.63117478132234
"CDS1",2.62970583909226
"ZNF614",2.62942705250689
"FGF19",2.62808339966166
"SCNN1B",2.62775444302736
"ACTR1B",2.62744008721175
"IL18R1",2.62679434313523
"KANK2",2.62636342480872
"F2RL3",2.62576989920592
"DTX3L",2.62557862026356
"ERF",2.62540319814455
"ADRB1",2.62506984250188
"EXOC3",2.62497834941208
"UPF3B",2.62468522841132
"TERF2",2.62449804482414
"RRAGD",2.62431721721269
"ITGB5",2.62424963022977
"ACTG2",2.6235936521507
"CDC42BPA",2.62342012241333
"ATP2A1",2.62301318045761
"ZBTB37",2.62298449514909
"TIGIT",2.62297040527051
"STAM2",2.6229101699616
"POLR1B",2.62277649197554
"DNAI2",2.62274271279907
"CCNA2",2.62270900225015
"RNF20",2.62249588725933
"DCUN1D3",2.62216843489969
"METTL17",2.62170904187895
"ZNF778",2.62149756582824
"NEK2",2.62149374535177
"IFNAR2",2.62149374535177
"ISL1",2.62146451813833
"ZNF417",2.62143292729607
"DDX39A",2.62140426190011
"ARRB2",2.62121894368151
"ATP6V1H",2.62087558809162
"RANGAP1",2.62061575863878
"PSME1",2.62055557623907
"NOS3",2.62009913487317
"CAMK2A",2.62004633101004
"RYBP",2.61984788617182
"TFB1M",2.61956218564794
"IL20RB",2.61950276511921
"BST1",2.61925668024085
"PFKFB2",2.61909990197747
"ZNF76",2.61891477473691
"KIF3B",2.61877871319738
"ZNF554",2.61873483678734
"ITGB8",2.61829314226169
"CD53",2.61826236717912
"CNOT8",2.61815734546655
"KCNJ5",2.61805260337983
"UGT1A8",2.61786348208605
"ZFP57",2.6176660207373
"ADAM21",2.61758108718159
"NDST2",2.61750325436176
"FOXQ1",2.61708923737827
"CLIP3",2.61698082339996
"PRSS22",2.61614635246193
"DPEP2",2.61606105537955
"PJA1",2.61605999358742
"EVI5L",2.61605232394221
"ZNF17",2.61597562519083
"FANCG",2.6149046191054
"MSTN",2.61475828313512
"SURF4",2.61441763508048
"ARFRP1",2.61438165031783
"XPO1",2.61416260568097
"CCL28",2.61394978029835
"HOXB6",2.61382970078181
"CLASP1",2.61359636275317
"NLRC4",2.61322076069343
"CCT2",2.61198092617894
"POU6F2",2.61183886478533
"DHX38",2.61156419743226
"NUP210",2.61138794263439
"PI16",2.61138794263439
"RALBP1",2.61058173219976
"ANGPT2",2.60984349865742
"NUP133",2.60961867597015
"PPP2R5C",2.60961867597015
"NXF1",2.60946862603734
"WNT8B",2.60902570934601
"COPS4",2.60882480618059
"FOXB2",2.60880337590712
"FCN2",2.60826180014187
"MCU",2.6081014110615
"KCNMB1",2.60807508000981
"PROK1",2.6077078536368
"RAF1",2.60748708485125
"NDUFV1",2.60744536264997
"PTPN4",2.60725225987793
"MAPK10",2.60673851350026
"RAET1G",2.60660867629481
"ARHGEF10",2.60620513171182
"CHST9",2.60606419250567
"CTSF",2.60602126829962
"TCF12",2.60593341021004
"MYCN",2.60588571684957
"FZD2",2.60581259122804
"NEIL3",2.60579051982248
"LRRC41",2.60560978106743
"RRP1",2.6054778837461
"CDSN",2.60542872164616
"MRPS22",2.60529602816356
"APOA5",2.60528447993357
"G6PC3",2.60511680187416
"PRKAR2B",2.60491122356827
"FGFR2",2.60435384279973
"FZD4",2.60408713898311
"KRT38",2.60391328752819
"MAP4K4",2.6033173078139
"GTF2I",2.60274777813895
"RASA4B",2.60224336496905
"LARP4",2.60205243556413
"EYA2",2.60202902752125
"ACAD9",2.6017120725941
"PCDH19",2.60155465662342
"PTPN6",2.6013046974064
"FGF1",2.60105102311138
"KRT36",2.60102165386099
"SNRPD2",2.60081727549365
"ACAP1",2.60080490617449
"EXOC6",2.60058443519955
"CEP57",2.60053056686794
"STAT6",2.60027850563165
"ZNF502",2.60017343792358
"SSTR2",2.60015765558697
"RAD51AP1",2.59991546469703
"IFIT2",2.59988064760689
"PPP2R5D",2.59973766760438
"CLEC4E",2.59931141838704
"POLD3",2.59912203075397
"ADH1B",2.59889582151373
"KIAA0753",2.59880348631923
"HLA-DMB",2.59879589394308
"DCK",2.59870830815705
"RAD51C",2.59854914040438
"TUBG1",2.59850485375177
"ADAM10",2.59820888283151
"BTG3",2.59807152223481
"ABCB8",2.59796883804424
"ADH1C",2.59786701426365
"ARL13B",2.59729100819024
"CSNK2A2",2.59718406053784
"SNRPA",2.5970269376123
"CBFA2T2",2.5967486926073
"ACAP2",2.59671316217341
"NOS1",2.59624182299081
"CPSF6",2.5959028666564
"PAX5",2.59492588931297
"PRDM14",2.59455099676622
"CD44",2.59448318110394
"CPLX1",2.59413682893818
"DNAJB9",2.59391789333597
"GBP1",2.59390186183816
"POLR3E",2.59341952775963
"CD2BP2",2.59335931671532
"PCDHGC3",2.59330450705882
"PLK4",2.59234393548431
"NAPA",2.59189221138632
"ALPK1",2.59154466928442
"CENPJ",2.59148966739748
"STX18",2.59140744554504
"EIF2AK3",2.59129318009252
"IGFBP1",2.59129318009252
"PSMD1",2.59123769256756
"NGFR",2.59114710634729
"CENPO",2.59081083183401
"ERCC8",2.59081083183401
"ITGB7",2.59064463145466
"DYNC1LI2",2.59015506190706
"CEBPD",2.58982801135883
"COL9A1",2.58973038466116
"MCM10",2.58960394068871
"CRABP2",2.58956876564542
"DPYSL3",2.58956876564542
"PSMD4",2.58940569777167
"EIF3H",2.58930642939519
"HBE1",2.58902369984041
"DCAF16",2.58888734330601
"GPR174",2.5887982144797
"OR7D4",2.58860998322788
"SIT1",2.58848380512796
"GNB1",2.58839538211052
"COPG2",2.58771569981773
"RAD23B",2.58764654100988
"FAM20A",2.58733375809442
"REST",2.58728893660972
"ABCD1",2.58692078819979
"TUBGCP5",2.58677970345374
"DDX6",2.58672968875899
"CBX7",2.58665311345285
"BLNK",2.58648742994606
"EML4",2.58644721230435
"INTS4",2.58642212546434
"ZNF626",2.58635707351364
"ZNF679",2.58634454868325
"IL24",2.58623572359088
"ANO6",2.58623427981129
"CSF2",2.58543864594539
"NME7",2.58485893338928
"SNRNP48",2.58479029897325
"FFAR2",2.58433680502087
"POLR2G",2.58425055572802
"NKX2-4",2.58425055572802
"BAG6",2.58397937432885
"PSMC6",2.58331485623715
"GTF2H3",2.58307930421911
"GPR139",2.58307930421911
"E2F5",2.58297982186093
"CFHR1",2.58289521420779
"ZNF202",2.58282163766988
"LDB1",2.58266834173269
"VSX1",2.58255138232453
"FASLG",2.58254371267932
"SLC30A10",2.58228872035869
"SERPINB4",2.58219191314161
"FOXD4L1",2.58207721153963
"ILKAP",2.58207721153963
"POLA2",2.58199413523996
"TTC21B",2.58148840530439
"SMARCC1",2.58112623005797
"PBX3",2.58053029354992
"BCL6B",2.58001425168018
"EPC2",2.579818618841
"KCNC3",2.5796974815792
"ZNF648",2.57960639719085
"PAPOLA",2.5795975229335
"KDM4A",2.57956716078021
"SNRK",2.57956716078021
"ARR3",2.57880895809313
"LIMD1",2.5787053667065
"MLLT10",2.57869725156034
"GDF2",2.5786918233337
"LNPEP",2.5786918233337
"KCNA10",2.57845162082639
"ZNF585A",2.57784180883915
"LMOD1",2.57757996566295
"BMI1",2.57741529075921
"MTMR2",2.57739214042023
"TAS1R2",2.57615351543832
"EPAS1",2.57609710779833
"KTN1",2.57603860074833
"FGFR1",2.5759028671683
"CASP1",2.5757136660193
"IRF7",2.57550821731832
"CORO1A",2.57541313484986
"CDK17",2.57526597727742
"STRN",2.57450623975238
"SMAD3",2.57448035512022
"ZNF652",2.57430064220181
"ZSCAN29",2.57408570115415
"SHARPIN",2.57406859769597
"RGL2",2.57400377387616
"ZNF117",2.57368656707207
"ITGA11",2.57358077550137
"CENPA",2.5735160720959
"TOP3A",2.57343935475414
"TAF9",2.57328575484672
"REPS2",2.57322290018061
"NHLRC1",2.57293410848728
"GALNT2",2.57288568134994
"CMA1",2.57258707837635
"PSMA8",2.57251179292698
"MAZ",2.57214357662433
"FZD7",2.57195400675528
"RELA",2.57149376942366
"COMMD3",2.57141629504816
"FKBP2",2.57129470361134
"CHERP",2.57107659400805
"CAMK1G",2.57055490106134
"DNAJB11",2.56978573650256
"GAD1",2.56976464788473
"KIR3DL1",2.56939695720379
"KCNJ11",2.569171175693
"APOL1",2.56868475401281
"FUBP3",2.56834035354848
"SDC1",2.56818433223126
"FBXL4",2.56799301017511
"COQ10A",2.56796688603716
"FZD6",2.56763656551203
"IFNA16",2.56757423076049
"CTSG",2.5675644618438
"GGA3",2.56754341072552
"FBXO40",2.56698455825861
"ARHGAP1",2.56612739348996
"GRK7",2.56581295660389
"COG1",2.56577397747856
"RIOK3",2.56551243663409
"SALL2",2.56532349864883
"PANX2",2.56498094691597
"RILPL1",2.56486634175168
"SOX14",2.56462290956732
"RBM4",2.56462211861667
"CSE1L",2.56439231875968
"CDKL2",2.56404323460284
"PAK3",2.56392498211889
"BMP10",2.56383202508782
"CDC40",2.56375446730975
"PSMB5",2.56370402478426
"ARID5A",2.56362990676451
"DMRT2",2.56331647889265
"CHST5",2.5631219242457
"AGPAT1",2.56303274552562
"EIF2S2",2.56290484651336
"HCN2",2.56263387128896
"HTR1E",2.56241609106209
"GOLGA4",2.56240842141688
"RAB23",2.5621683066665
"JUP",2.56209699836934
"DDX42",2.56164541110943
"EHHADH",2.5613581352841
"PSMF1",2.56124306276314
"EPS8",2.56120972615547
"PYGO1",2.56094964691511
"TAS2R19",2.56006823925466
"IFT57",2.55956119758885
"RPUSD1",2.55944228767895
"KIF15",2.5588953999271
"STK33",2.55851500481083
"PORCN",2.55851459860817
"F11",2.55837430900525
"ZNF711",2.5580655157127
"SH2B1",2.55801917462035
"CD84",2.55748673641007
"ELF1",2.55744119160396
"ADAM20",2.55744119160396
"ZNF625",2.5574028973812
"TRH",2.55740050926461
"KDM6A",2.5568384816696
"RARB",2.55668091177665
"CASQ1",2.5558005215736
"GTF3C3",2.55567657623493
"PTGER3",2.55558364652118
"CLP1",2.55546929387608
"LHCGR",2.55546929387608
"GAN",2.55472735604866
"USP21",2.55435429771824
"GPRC5C",2.55414487384823
"PCDHB1",2.55401365539708
"U2AF2",2.5540041251424
"ZNF287",2.55381745968402
"TLR1",2.55378333755296
"MMP14",2.55275763543499
"FCER1A",2.55268473118885
"ZNF44",2.55248146521284
"EIF3D",2.55212334352021
"CHRNA4",2.5519922987937
"SLC4A1",2.55177094768936
"CRYBA4",2.55177094768936
"NOP2",2.55134279080101
"DCAF8",2.55058320633838
"PPP2R1B",2.55050042736139
"NFASC",2.54994424370546
"FOXJ2",2.54989172838551
"ITFG2",2.54902526511144
"RAD21",2.54866444913042
"FGG",2.54853459538909
"EXOC5",2.54841354942819
"RHOQ",2.54841354942819
"DBP",2.5483390146059
"IFNA8",2.54829588163152
"ACOT4",2.54814212386229
"NUP153",2.54811538623525
"CKB",2.54767724023506
"GEM",2.54767724023506
"ASXL2",2.54742054418501
"SUPT3H",2.54740712058605
"MRPL17",2.54736369473607
"MED16",2.54734106510952
"ZFP37",2.54730571397504
"AQR",2.54713904241096
"PFKFB4",2.54671544084206
"EXT2",2.54617024902352
"PLXNB3",2.54606061236108
"BSG",2.54605294271587
"CRMP1",2.54587370420949
"KLF3",2.54583294517291
"ACTR2",2.54565654176329
"PPP1R3B",2.54509538517777
"DLL3",2.54506729063654
"GSTA1",2.54498106609716
"ZNF224",2.54495068284085
"GABBR1",2.54422861527454
"KCNA1",2.54384257951268
"NR6A1",2.54380702491069
"LPAR3",2.54379444040562
"UGT1A4",2.54379444040562
"MMP2",2.54371089621157
"TAAR1",2.54362685642304
"KRT28",2.5429591839894
"SOX9",2.54262723709994
"KLK9",2.5418759801568
"DNAJB1",2.54139631030614
"FOXA1",2.54134371788326
"CNPY3",2.54100487130429
"PRAME",2.54067691442978
"PTH1R",2.54046808504653
"ESCO2",2.54043117974953
"MAPRE1",2.54017462130217
"EVX2",2.54012732247462
"ZSCAN18",2.539953193729
"ETV4",2.53917026048205
"DSG1",2.53913557638215
"CRX",2.53897706482448
"HS3ST2",2.53896716279059
"DBH",2.5388612557305
"GTF3C6",2.5387384062795
"HNRNPF",2.53856072456106
"ZNF273",2.53817527721696
"FGB",2.53806344267768
"CDH17",2.53770023034287
"ATXN3",2.53678306781291
"AZGP1",2.53662419262951
"INPPL1",2.53643365955414
"HIP1R",2.5360099149511
"NCAPG",2.53556489841867
"SLC25A45",2.53527816919593
"MMP3",2.53472230453113
"ZIC5",2.53458035399649
"IRF1",2.53458035399649
"MYLIP",2.53458035399649
"TMPRSS11D",2.53446493255234
"MPL",2.53438907512189
"CYP27A1",2.53437870166609
"CHCHD4",2.53429447957409
"SRSF5",2.53411172432039
"BDNF",2.5340184289305
"TRAT1",2.53340177446697
"HTRA1",2.53313495955277
"CWC22",2.53300854981223
"ZNF195",2.53275103061221
"DYNC1I1",2.53274159542058
"KPNA1",2.5326626399282
"IL12A",2.53237040534597
"CD19",2.53194024101291
"LCE2C",2.53172659203606
"PDS5A",2.53172551316744
"GOSR1",2.53171862143249
"CASP6",2.53156977738043
"LCE1A",2.53156642162179
"TUBB4B",2.53150997356135
"SNRPB",2.53117528464548
"MSH3",2.5311550090664
"ZNF628",2.53102160159129
"CXCL9",2.5309653016931
"AP2A2",2.53033677491734
"ZNF621",2.53032667424508
"RRP8",2.52973532675297
"ATP8B1",2.52973532675297
"TNFRSF10B",2.529493430607
"CLSTN1",2.52898675540198
"CCP110",2.52865224305686
"DONSON",2.52843004516766
"UGT1A6",2.52814353347168
"CDC5L",2.52803513099877
"BRD2",2.52797458024458
"FYN",2.52763298619532
"NFKB2",2.52720608812247
"EXOC8",2.52711710608414
"DRD4",2.52677495851124
"GSTA5",2.52664738371145
"NKD2",2.52604890077166
"ADNP",2.52603462381312
"MED11",2.52598382936809
"CXCL10",2.52594824567802
"DMAP1",2.52522838298623
"GALNT1",2.52516284128993
"FLI1",2.52503352676021
"HCAR1",2.52490142688143
"U2SURP",2.52482351936896
"CDC20",2.52459565892695
"ARHGEF25",2.52423598160877
"ZNF175",2.52382013566268
"CACNB3",2.52360150841417
"FCGR2B",2.52301039996738
"MMP26",2.52213461142789
"KLF7",2.52212760955369
"AMBP",2.52201134437247
"NSRP1",2.52199580822135
"CAMSAP3",2.52195447150078
"GOLGA5",2.52181315642084
"ZNF263",2.52181315642084
"MBD3",2.52178569761648
"DOK4",2.52169031336144
"NEK9",2.52160463819521
"ZNF506",2.52157631861938
"ZNF627",2.52148980798523
"DBX1",2.52101335656728
"ORC1",2.52096997386365
"ANO9",2.52096997386365
"SYCE1",2.52066944269421
"FBXO7",2.52059769602277
"WLS",2.52051366596694
"PHF12",2.52050916504199
"ZNF18",2.52027918325557
"ALDH1B1",2.5196707370287
"CCL23",2.51956514654629
"PLXNB1",2.51951151185221
"IGFALS",2.51948652869638
"BTG2",2.5192803214514
"PSMD3",2.5188457963566
"GCNT4",2.5186561537838
"GPR61",2.51842260300222
"CENPF",2.51816761602698
"SAR1A",2.51811444123496
"USP11",2.51779820026944
"NABP2",2.51771731110535
"GSTM4",2.51767888286766
"SYNCRIP",2.51741145331321
"PRDM12",2.51734397552066
"ITGB2",2.51707650590744
"COPG1",2.51696275819412
"BID",2.51684120528851
"BCR",2.5167384397155
"POLR3D",2.51632995487023
"DCAF5",2.51618039570023
"CAMK2B",2.51618039570023
"LTBR",2.51617558098112
"POU2F3",2.51608938590237
"ADCY10",2.51591882933716
"CAPZB",2.51526940110424
"CAMK1",2.51483289357729
"NCF4",2.513973577195
"JAK2",2.51364327258082
"ZNF257",2.51299562354318
"BRAP",2.51290939900381
"DHX8",2.51235646036592
"RUNX1",2.5113527890401
"MUTYH",2.51134878232896
"TBL3",2.51047140215026
"TUBB3",2.5104087705444
"MTCH1",2.51018556446865
"KLHL5",2.50978902869946
"GARNL3",2.50958716760873
"KRT26",2.50947382624618
"COL13A1",2.50910478763466
"CHRNG",2.50903822097741
"ENTPD1",2.50862022634844
"CSH2",2.50815544637421
"MAPRE2",2.50807546237762
"SOX1",2.50787465827787
"PRKACB",2.50753493347818
"NSL1",2.50721431428345
"TAB2",2.50719580542896
"OR4D1",2.5064395877645
"TTC26",2.50603153571436
"TMPRSS11E",2.50557150790976
"MBTD1",2.50553426840611
"GPATCH1",2.50549467627485
"DCP2",2.50537172837692
"RPS13",2.50496824923343
"MTMR7",2.50477692997839
"ANO10",2.50401190948106
"KDM3A",2.50381016591257
"DLK1",2.50378156433522
"ESM1",2.50337792031616
"CC2D1A",2.50335190883344
"PRKCA",2.50317084941217
"NUP85",2.50196223673807
"PDCD7",2.50188394633611
"TUBA3E",2.50163995012731
"PLAU",2.50153702577222
"MYL9",2.50124563935537
"CACNA2D2",2.50083083046234
"EVI2B",2.50079759917383
"GAB1",2.50067182395715
"OR1A1",2.50054729062795
